Name,Material,Sales Contact,Contact Number,Email,Address,City,State,Latitude,Longitude,pin_color,Location_type,notes,service
Ash Grove Cement Co.,Portland Cement ,John Ralph,386-935-5000,,5117 N Us Highway 27,Branford ,Florida,30.010469,-83.03349,#7A4A329,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Dirk Cox,352-569-5393,,4750 E C 470,Sumterville,Florida,28.7612176,-82.0251682,#7A4A330,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Chad Melita,941-729-7311,,13250 Eastern Ave,Palmetto,Florida,27.633594,-82.557071,#7A4A331,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Kelly Packard,208-637-9146,,230 Cement Road,Inkom,Idaho,42.7963,-112.25414,#7A4A332,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Dave Williams,208-522-7636,,4550 S. 15th W.,Idaho Falls,Idaho,43.4570129,-112.0636069,#7A4A333,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,208-888-7680,,510 E. Bower Street,Meridian,Idaho,43.6081134,-116.3900962,#7A4A334,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Jim Myers,515-262-5911,,2105 Maury Street,Des Moines,Iowa,41.5807958,-93.5779581,#7A4A335,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Kamlesh Vasanjee,620-431-4500,,1801 N. Santa Fe,Chanute,Kansas,37.6921571,-95.452677,#7A4A336,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Ryan Hopkins,913-236-7766,,620 Southwest Boulevard,Kansas City,Kansas,39.0652064,-94.6166182,#7A4A337,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Ray Fletcher,318-448-1908,,1313 Applewhite Street,Alexandria,Lousiana,31.2950841,-92.4396582,#7A4A338,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Brian Still,318-868-9942,,580 East Mt. Zion,Shreveport,Lousiana,39.780921,-88.8774578,#7A4A339,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,734-529-4597,,101 N Forman St,Detroit,Michigan,42.290081,-83.137815,#7A4A340,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,734-529-4651,,15225 Day Rd,Dundee,Michigan,41.9972186,-83.6604676,#7A4A341,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,218-726-1371,,1100 Port Terminal Dr,Duluth,Minnesota,46.752659,-92.100549,#7A4A342,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Colby Thomas,406-442-8855,,100 Hwy. 518,Montana City,Montana,46.5424889,-111.924811,#7A4A343,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Trevor Campbell,406-433-8969,,35351 County Road 130,Sidney,Montana,48.135681,-106.363734,#7A4A344,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Cody Hawley,402-234-2415,,16215 Highway 50,Louisville,Nebraska,41.0049299,-96.1612449,#7A4A345,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Dave Howell,308-784-3333,,PO Box 17,Cozad,Nebraska,40.8595822,-99.9858546,#7A4A346,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Scott Howarth,775-753-7060,,320 Union Pacific Way,Elko,Nevada,40.8679615,-115.7217229,#7A4A347,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Daniel Vest,702-632-4176,,4851 East Centennial Parkway,Las Vegas,Nevada,36.2767029,-115.0672479,#7A4A348,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,716-825-7084,,1751 Fuhrmann Blvd,Buffalo,New York,42.8360749,-78.8563218,#7A4A349,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,,,1515 Willis Ave,Solvay,New York,43.064229,-76.199261,#7A4A350,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,216-642-3920,,6925 Granger Rd,Cleveland,Ohio,41.41704,-81.614939,#7A4A351,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Robert Foote,405-634-4438,,2727 S.W. 25th Street,Oklahoma City,Oklahoma,35.439411,-97.562039,#7A4A352,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,620-515-1236,,401 W. 2nd Ave,Owasso,Oklahoma,36.2641322,-95.8592505,#7A4A353,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Phil Teintze,541-877-2411,,33060 Shirtail Creek Road,Durkee,Oregon,44.534241,-117.418303,#7A4A354,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Michael Krug,503-307-2852,,3737 N. Port Center Way,Portland,Oregon,45.5499809,-122.6933857,#7A4A355,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Horacio Terron,972-723-2301,,900 Gifco Rd.,Midlothian Texas,Texas,32.5207876,-97.0040353,#7A4A356,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Aaron Garcia,512-805-4427,,7781 FM 1102,New Braunfeis,Texas,29.790937,-98.046416,#7A4A357,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,713-754-8000,,9550 Clinton Dr.,Houston ,Texas,29.7369775,-95.2632355,#7A4A358,Terminal West,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,713-754-8000,,156 Clinton Dr.,Houston ,Texas,29.7326681,-95.2149529,#7A4A359,Terminal East,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,David Carrier,940-382-5060,,2450 Collins Road,Denton,Texas,33.2484294,-97.0601845,#7A4A360,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,,817-624-2000,,1055 NE 23rd Street,Fort Worth,Texas,32.7860368,-97.3413118,#7A4A361,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Crystal Stanley,512-805-4457,,2850 W. Cedar St.,Beaumont ,Texas,30.077142,-94.130597,#7A4A362,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Crystal Stanley,512-805-4457,,1058 Katyland Dr.,Katy,Texas,29.7874056,-95.8109492,#7A4A363,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Crystal Stanley,512-805-4457,,21511 Lodge Rd.,New Caney,Texas,30.1423788,-95.2152654,#7A4A364,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Josh Nelson,435-857-1212,,PO Box 38069,Leamington,Utah,39.5346744,-112.283554,#7A4A365,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Daniel Vest,801-263-9407,,5216 South 100 West,Murray,Utah,40.6577077,-111.8949182,#7A4A366,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Andy White,206-623-5596,,"3801 E. Marginal Way, S.",Seattle,Washington,47.5685646,-122.3404863,#7A4A367,Plant,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Jason Phillips,509-586-9324,,416 N. Ivy Street,Kennewick,Washington,46.21125,-119.13723,#7A4A368,Terminal,,Portland Cement
Ash Grove Cement Co.,Portland Cement ,Tim Martin,509-0928-4343,,1312 N. Thierman,Spokane,Washington,47.668631,-117.3145816,#7A4A369,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,602-452-8900,,5402 W. Buchanan Street,Phoenix,Arizona,33.4429678,-112.1746625,#7A4A370,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,520-239-5470,,1161 W. Main Ave. ,Casa Grande,Arizona,32.8931969,-111.7842001,#7A4A371,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,520-682-2221,,11115 Casa Grande Hwy.,Rilito,Arizona,31.728579,-110.043889,#7A4A372,plant,,Portland Cement
Cal Portland Cement,Portland Cement ,,928-941-9440,,10263 South Thomas Avenue,Yuma,Arizona,32.6825536,-114.5667877,#7A4A373,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,310-835-5370,,401 Canal Street,Wilmington,California,33.762119,-118.25874,#7A4A374,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,626-691-2841,,13846 Firestone Boulevard,Sante Fe Springs,California,39.93383,-120.948556,#7A4A375,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,559-749-9430,,3440 South Willow,Fresno,California,36.6874588,-119.7267983,#7A4A376,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,661-824-2401,,9350 Oak Creek Rd,Mojave,California,35.038285,-118.295341,#7A4A377,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,619-474-5141,,920 Bay Marina Drive,National City,California,32.6591823,-117.1120448,#7A4A378,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,760-245-5321,,19409 National Trails Highway,Oro Grande,California,34.6036938,-117.339828,#7A4A379,plant,,Portland Cement
Cal Portland Cement,Portland Cement ,,530-275-1581,,15390 Wonderland Blvd,Redding,California,40.737734,-122.31803,#7A4A380,plant,,Portland Cement
Cal Portland Cement,Portland Cement ,,209-469-0109,,230 Port Road #3,Stockton,California,37.943895,-121.3296027,#7A4A381,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,209-469-0109,,2825 W. Washington ,Stockton,California,37.9444004,-121.3333979,#7A4A382,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,510-404-2861,,30101 Industrial Parkway SW,Union  City,California,37.6115718,-122.0670505,#7A4A383,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,(702) 632-0126,,4928 Donovan Way,North Las Vegas,Nevada,36.2597278,-115.0861344,#7A4A384,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,1-775-683-5100,,1465 E. Greg Street,Sparks,Nevada,39.5195343,-119.7172615,#7A4A385,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,503-335-2600,,1005 NE First,Bend,Oregon,43.803035,-121.503476,#7A4A386,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,503-335-2600,,1050 N. River Street,Portland,Oregon,45.538431,-122.67865,#7A4A387,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,503-335-2600,,3300 Marcola Road,Springfield,Oregon,44.0646402,-122.9802399,#7A4A388,Terminal,,Portland Cement
Cal Portland Cement,Portland Cement ,,206-764-3075,,5900 West Marginal Way S.W. ,Seattle,Washington,47.549526,-122.345646,#7A4A389,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(636) 532-7440,,16401 Swingley Ridge Road,Chesterfield,Missouri,38.6571124,-90.5636844,#7A4A390,Office,,Portland Cement
Continental Cement,Portland Cement ,,(612) 521-8897,,33 N 26th Ave,Minneapolis,Minnesota,45.0058539,-93.2762039,#7A4A391,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(573) 221-1740,,10107 State Highway 79,Hannibal,Minnesota,46.25024,-94.25055,#7A4A392,Plant,,Portland Cement
Continental Cement,Portland Cement ,,(651) 739-2743,,1363 Red Rock Rd,St Paul,Minnesota,44.8997634,-93.019334,#7A4A393,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(314) 231-3149,,21 Brooklyn St,St. Louis,Missouri,38.6437348,-90.186867,#7A4A394,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(651) 739.2743,,411 S. Bainbridge Ct.,La Crosse,Wisconsin,43.833197,-91.262202,#7A4A395,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(901) 525-0311,,2549 Channel Avenue,Memphis,Tennessee,35.0824503,-90.1279376,#7A4A396,Terminal,,Portland Cement
Continental Cement,Portland Cement ,, (563) 323-2751,,301 E Front St,Buffalo ,Iowa,41.4650022,-90.6787207,#7A4A397,Plant,,Portland Cement
Continental Cement,Portland Cement ,,,,2280 Parish Ln,Port Allen,Louisiana,31.627418,-93.118113,#7A4A398,,,Portland Cement
Continental Cement,Portland Cement ,,(515) 225-7171,,275 S 11th St,West Des Moines,Iowa,41.5668787,-93.7180559,#7A4A399,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(225) 268-0582,,10650 LA-44,Convent,Louisiana,30.104401,-90.9084275,#7A4A400,Terminal,,Portland Cement
Continental Cement,Portland Cement ,,(504) 943-0674,,2315 France St,New Orleans,Louisiana,29.9778196,-90.0299777,#7A4A401,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(325) 288-4221 ,,Highway 608,Maryneal,Texas,32.265251,-100.408947,#7A4A402,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(918) 825-1937,,2430 S. 437 Road,Pryor ,Oklahoma,36.33639,-95.220249,#7A4A403,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (636) 931-0900 ,,1000 River Cement Road,Festus,Missouri,38.22061,-90.39595,#7A4A404,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(573) 335-5591,,"2524 South Sprigg Street,",Cape Girardeau,Missouri,37.26924,-89.537796,#7A4A405,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(423) 886-0800,,1201 Suck Creek Road,Chattanooga,Tennessee,35.100419,-85.345428,#7A4A406,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (765) 653-9766,,3301 S. County Road 150,Greencastle,Indiana,39.638591,-86.8012185,#7A4A407,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (610) 759-6300,,501 Hercules Drive,Stockertown,Pennsylvania,40.7524497,-75.2701979,#7A4A408,Plant,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(806) 383-8752,,627 North Fairfield Street N. Amarillo Station,Amarillo,Texas,35.218727,-101.797902,#7A4A409,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(214) 638-8391,,1801 Lone Star Drive,Dallas,Texas,32.7742638,-96.8616885,#7A4A410,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (254) 534-7161 ,,4720 Buzzi,Temple,Texas,31.087432,-97.737479,#7A4A411,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(409) 886-3661,,1845 Echo Road,Orange,Texas,30.1524215,-93.7275295,#7A4A412,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(405) 670-0677,,4601 N. E. 4th Street,Oklahoma City,Oklahoma,35.471396,-97.441601,#7A4A413,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,  (316) 226-7134,,10495 E 53 Street North,Bel Aire,Kansas,37.78132,-97.216837,#7A4A414,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (913) 422-1050,,12200 Kaw Drive,Bonner Springs,Kansas,39.064824,-94.863288,#7A4A415,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(501) 490-1906,,8900 Lindsey Road,Little Rock,Arkansas,34.7123407,-92.1955417,#7A4A416,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(901) 948-7646,,2415 Pier Street,Memphis,Tennessee,35.0830552,-90.1256899,#7A4A417,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(601) 442-4881,,60 L.E. Barry Road,Natchez,Mississippi,31.602367,-91.278799,#7A4A418,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (601) 825-5061,,620 Marquette Road,Brandon,Mississippi,32.275529,-90.0135008,#7A4A419,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(225) 473-6748,,39862 LA Highway 942,Darrow,Lousiana,15.0106266,120.8899155,#7A4A420,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (504) 254-6454,,14900 Intracoastal Drive,New Orleans,Lousiana,26.1315454,-80.110901,#7A4A421,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(850) 983-7715,,6266 DaLisa Road,Milton,Florida,30.586354,-87.063993,#7A4A422,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(404) 559-8908,,2214 W. Point Avenue,College Park,Georgia,33.6370389,-84.4606321,#7A4A423,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (404) 875-7091,,348 Armour Drive N.E.,Atlanta,Georgia,33.81331,-84.375906,#7A4A424,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(706) 265-1792,,128 Easy Street,Dawsonville,Georgia,34.56152,-83.346929,#7A4A425,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(865) 546-4861,,2318 Neyland Drive,Knoxville,Tennessee,35.9433985,-83.9346614,#7A4A426,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (615) 254-5501,,1818 Cement Road,Nashville,Tennessee,36.1841502,-86.7865604,#7A4A427,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(270) 442-5480,,1816 Wayne Sullivan Drive,Paducah,Kentucky,37.0594495,-88.5717876,#7A4A428,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(812) 285-1003,,1350 Bates Bowyer Ave,Jeffersonville,Indiana,38.375126,-85.698351,#7A4A429,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,, (513) 467-0430,,6381 River Road,Cincinnati,Ohio,39.1067525,-84.6899853,#7A4A430,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(314) 352-7300,,131 East Haven,St. Louis,Missouri,38.62727,-90.19789,#7A4A431,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(317) 780-9860,,1112 W. Thompson Road,Indianapolis,Indiana,39.6929954,-86.1792072,#7A4A432,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(260) 482-4559,,4805 Investment Drive,Fort Wayne,Indiana,41.1227578,-85.1723333,#7A4A433,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(574) 674-8873,,"55284 Corwin Street,",Elkhart,Indiana,41.688537,-86.056615,#7A4A434,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(616) 710-4320,,3443 Viaduct St SW,Grandville,Michigan,42.9146199,-85.7508869,#7A4A435,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(231) 546-3338,,8649 Parmater Rd,Elmira,Michigan,45.0732621,-84.8503173,#7A4A436,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(309) 429-6505,,625 1st Avenue,Rock Island,Illinois,41.5572423,-90.4140898,#7A4A437,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(815) 883-8431,,100 Haul Rd,Oglesby,Illinois,41.2898416,-89.0613653,#7A4A438,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(414) 276-5884,,643 West Canal St,Milwaukee,Wisconsin,43.0303825,-87.9196165,#7A4A439,Terminal,,Portland Cement
Buzzi Unicem USA,Portland Cement ,,(815) 768-3660,,450 Railroad Street,Joliet,Illinois,41.5145416,-88.0918552,#7A4A440,Terminal,,Portland Cement
Keystone Cement,Portland Cement,,1800-523-5442,,6507 Nor Bath Blvd.,Bath,Pennsylvania,40.72565,-75.39407,#7A4A441,Plant,,Portland Cement
Keystone Cement,Portland Cement,,1800-523-5442,,151 Division St. Ext,Youngstown,Ohio,41.12173,-80.68607,#7A4A442,Terminal,,Portland Cement
Sinai White Cement,Portland Cement,,202-2754-2760,sales@sinaiwhitecement.com,604 A El Safa Street,New Maadi Cairo,Egypt,29.96667,31.25,#7A4A443,HQ,,Portland Cement
Ohio Ready Mix,Portland Cement,,937.686.3112,,"9016 SR 117, Box 305",Huntsville,Ohio,40.452579,-83.807524,#7A4A444,Plant,,Portland Cement
Ohio Ready Mix,Portland Cement,,800.557.3112,,24515 Honda Pkwy,Marysville,Ohio,40.27597,-83.514709,#7A4A445,Plant,,Portland Cement
Ohio Ready Mix,Portland Cement,, 800.557.3112,,3980 US 68 S,Bellefontaine,Ohio,40.3525291,-83.7606445,#7A4A446,Plant,,Portland Cement
Ohio Ready Mix,Portland Cement,,800.557.3112,,8585 State Route 161,Plain City,Ohio,40.106085,-83.2541795,#7A4A447,Terminal,,Portland Cement
Terminal Ready Mix,Portland Cement,,440) 288-1717,,524 Colorado Avenue,Lorain,Ohio,41.4670327,-82.164154,#7A4A448,Terminal,,Portland Cement
Terminal Ready Mix,Portland Cement,,419) 624-9402,,2925 Venice Road,Sandusky,Ohio,41.4406518,-82.7395739,#7A4A449,Terminal,,Portland Cement
Terminal Ready Mix,Portland Cement,,419) 433-4161,,617 Main Street,Huron,Ohio,41.3903911,-82.5590966,#7A4A450,Terminal,,Portland Cement
Terminal Ready Mix,Portland Cement,,(419) 483-0170,,625 Southwest Street,Bellevue,Ohio,41.2634934,-82.8402586,#7A4A451,Terminal,,Portland Cement
Pickett Concrete,,Jim Galloway,3047510810,pickettconcrete@frontier.com,4127 Westward Avenue,Columbus,OH,39.9709161,-83.1132169,#7A4A452,Terminal,,Portland Cement
